Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","1997","1997","tonnes","96500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","1998","1998","tonnes","88894","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","1999","1999","tonnes","75500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2000","2000","tonnes","78600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2001","2001","tonnes","83662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2002","2002","tonnes","81234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2003","2003","tonnes","79035","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2004","2004","tonnes","69423","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2005","2005","tonnes","70694","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2006","2006","tonnes","73400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2007","2007","tonnes","72600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2008","2008","tonnes","83000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2009","2009","tonnes","84978","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2010","2010","tonnes","79772","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2011","2011","tonnes","79618","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2012","2012","tonnes","82100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2013","2013","tonnes","81401","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2014","2014","tonnes","83401","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2015","2015","tonnes","83291","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2016","2016","tonnes","85359","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2017","2017","tonnes","89302","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2018","2018","tonnes","99890","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2019","2019","tonnes","103594","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","89","Buckwheat","2020","2020","tonnes","95297","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1961","1961","ha","74758","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1962","1962","ha","70238","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1963","1963","ha","70428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1964","1964","ha","68564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1965","1965","ha","67657","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1966","1966","ha","66943","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1967","1967","ha","69844","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1968","1968","ha","66950","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1969","1969","ha","65072","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1970","1970","ha","72024","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1971","1971","ha","71812","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1972","1972","ha","72305","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1973","1973","ha","78287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1974","1974","ha","69814","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1975","1975","ha","68755","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1976","1976","ha","67869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1977","1977","ha","72533","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1978","1978","ha","74104","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1979","1979","ha","73467","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1980","1980","ha","76801","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1981","1981","ha","76970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1982","1982","ha","76267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1983","1983","ha","75005","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1984","1984","ha","75862","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1985","1985","ha","75152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1986","1986","ha","74737","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1987","1987","ha","74761","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1988","1988","ha","76101","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1989","1989","ha","79888","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1990","1990","ha","81570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1991","1991","ha","83500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1992","1992","ha","90450","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1993","1993","ha","91436","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1994","1994","ha","96330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1995","1995","ha","97090","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1996","1996","ha","96831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1997","1997","ha","95702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1998","1998","ha","97668","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","1999","1999","ha","102528","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2000","2000","ha","118193","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2001","2001","ha","113930","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2002","2002","ha","92222","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2003","2003","ha","92702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2004","2004","ha","39914","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2005","2005","ha","38222","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2006","2006","ha","38701","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2007","2007","ha","36370","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2008","2008","ha","34157","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2009","2009","ha","34185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2010","2010","ha","32007","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2011","2011","ha","29841","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2012","2012","ha","29257","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2013","2013","ha","30421","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2014","2014","ha","30621","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2015","2015","ha","30289","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2016","2016","ha","28821","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2017","2017","ha","30274","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","28171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2019","2019","ha","30338","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","358","Cabbages and other brassicas","2020","2020","ha","29233","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1961","1961","hg/ha","172473","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1962","1962","hg/ha","174734","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1963","1963","hg/ha","178514","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1964","1964","hg/ha","172700","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1965","1965","hg/ha","183165","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1966","1966","hg/ha","178785","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1967","1967","hg/ha","191715","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1968","1968","hg/ha","196625","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1969","1969","hg/ha","189779","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1970","1970","hg/ha","218856","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1971","1971","hg/ha","168968","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1972","1972","hg/ha","165140","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1973","1973","hg/ha","164299","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1974","1974","hg/ha","191605","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1975","1975","hg/ha","196902","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1976","1976","hg/ha","193340","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1977","1977","hg/ha","187730","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1978","1978","hg/ha","189636","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1979","1979","hg/ha","191740","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1980","1980","hg/ha","179476","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1981","1981","hg/ha","195419","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1982","1982","hg/ha","205512","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1983","1983","hg/ha","205460","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1984","1984","hg/ha","206521","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1985","1985","hg/ha","208042","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1986","1986","hg/ha","206653","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1987","1987","hg/ha","207716","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1988","1988","hg/ha","215728","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1989","1989","hg/ha","218966","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1990","1990","hg/ha","221673","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1991","1991","hg/ha","218643","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1992","1992","hg/ha","216930","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1993","1993","hg/ha","218137","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1994","1994","hg/ha","228726","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1995","1995","hg/ha","214234","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1996","1996","hg/ha","216008","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1997","1997","hg/ha","236999","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1998","1998","hg/ha","228306","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","1999","1999","hg/ha","227613","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2000","2000","hg/ha","233804","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2001","2001","hg/ha","232730","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2002","2002","hg/ha","230616","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2003","2003","hg/ha","232972","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2004","2004","hg/ha","333409","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2005","2005","hg/ha","333789","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2006","2006","hg/ha","344892","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2007","2007","hg/ha","298394","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2008","2008","hg/ha","375406","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2009","2009","hg/ha","344182","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2010","2010","hg/ha","378044","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2011","2011","hg/ha","364706","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2012","2012","hg/ha","367052","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2013","2013","hg/ha","383248","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2014","2014","hg/ha","371454","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2015","2015","hg/ha","360439","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2016","2016","hg/ha","414754","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2017","2017","hg/ha","412564","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2018","2018","hg/ha","376741","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2019","2019","hg/ha","428528","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","358","Cabbages and other brassicas","2020","2020","hg/ha","470774","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1961","1961","tonnes","1289376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1962","1962","tonnes","1227298","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1963","1963","tonnes","1257236","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1964","1964","tonnes","1184103","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1965","1965","tonnes","1239242","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1966","1966","tonnes","1196843","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1967","1967","tonnes","1339014","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1968","1968","tonnes","1316405","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1969","1969","tonnes","1234933","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1970","1970","tonnes","1576285","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1971","1971","tonnes","1213396","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1972","1972","tonnes","1194045","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1973","1973","tonnes","1286250","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1974","1974","tonnes","1337670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1975","1975","tonnes","1353800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1976","1976","tonnes","1312178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1977","1977","tonnes","1361660","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1978","1978","tonnes","1405280","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1979","1979","tonnes","1408656","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1980","1980","tonnes","1378390","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1981","1981","tonnes","1504140","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1982","1982","tonnes","1567380","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1983","1983","tonnes","1541050","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1984","1984","tonnes","1566710","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1985","1985","tonnes","1563480","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1986","1986","tonnes","1544460","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1987","1987","tonnes","1552908","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1988","1988","tonnes","1641710","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1989","1989","tonnes","1749275","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1990","1990","tonnes","1808185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1991","1991","tonnes","1825670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1992","1992","tonnes","1962130","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1993","1993","tonnes","1994560","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","358","Cabbages and other brassicas","1994","1994","tonnes","2203320","A","Aggregate, may include official, semi-official, estimated or calculated data"
